EkspertizAI — Ekspertiz İstasyon Veri Giriş Tablosu,,,,,,,,,,,,,,,,,,,
"⚠ Sarı alanlar zorunludur. | Google Rating: Google Maps puanı (1-5) | Sponsor Seviyesi: 0=Ücretsiz, 1=Basic (500₺/ay), 2=Premium (1000₺/ay)",,,,,,,,,,,,,,,,,,,
Ad *,Franchise,İl *,İlçe *,Adres,Telefon *,Telefon 2,E-posta,Website,Google Maps URL,Google Rating,Enlem,Boylam,"Aktif mi?
(EVET/HAYIR)","Sponsorlu mu?
(EVET/HAYIR)","Sponsor
Seviyesi
(0/1/2)","Sponsor
Başlangıç
(GG.AA.YYYY)","Sponsor
Bitiş
(GG.AA.YYYY)",Notlar,"Google
Place ID"
Pilot Garage Oto Ekspertiz Akyazı Şube,Pilot Garage,Sakarya,Akyazı,"Cumhuriyet, Ada Cd. No: 382/A, 54400 Akyazı/Sakarya, Türkiye",0539 415 07 54,,,,https://maps.google.com/?cid=6884358864450163761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
COMPUTEST AKYAZI OTO EKSPERTİZ MERKEZİ,Computest,Sakarya,Akyazı,"Fatih, Ada Cd. No:443, 54400 Akyazı/Sakarya, Türkiye",0532 357 90 20,,,,https://maps.google.com/?cid=18406595156332013662&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
DYNOBİL ARİFİYE OTO EKSPERTİZ,Bağımsız,Sakarya,Arifiye,"Arifbey, 54580 Arifiye/Sakarya, Türkiye",,,,,https://maps.google.com/?cid=1472769922041531336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
X OTO EKSPERTİZ,Bağımsız,Sakarya,Serdivan,"Payitaht İş Merkezi, Arabacıalanı, Mehmet Akif Ersoy Cd. 541 Sk no: 15, 54050 Serdivan/Sakarya, Türkiye",0544 970 60 03,,,,https://maps.google.com/?cid=13352246899040049229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Otorapor Sakarya Serdivan Oto Ekspertiz,Otorapor,Sakarya,Serdivan,"Payitaht İş Merkezi, Arabacıalanı, 541.Sok No:15/A, 54000 Serdivan/Sakarya, Türkiye",0542 517 00 93,,,,https://maps.google.com/?cid=5846882047909673160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Sakarya Ekspertiz,Bağımsız,Sakarya,Erenler,"Yeşiltepe Mh., Uluyol Cd. No:84, 54200 Erenler/Sakarya, Türkiye",(0264) 276 42 70,,,,https://maps.google.com/?cid=9225089804510063767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,7",,,EVET,HAYIR,0,,,,
Sakarya Oto Ekspertiz Mrturk,Bağımsız,Sakarya,Erenler,"Erenler, 1091. Sk No: 1, 54200 Erenler/Sakarya, Türkiye",0554 163 40 54,,,,https://maps.google.com/?cid=4933633779055836135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
UMUT OTO EKSPERTİZ,Bağımsız,Sakarya,Adapazarı,"Atatürk Mahallesi Akkoç İşhanı Kat:1 No:11, Semerciler, 54100 Adapazarı/Sakarya, Türkiye",0532 717 47 76,,,,https://maps.google.com/?cid=5820953044772568656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Dynobil Sakarya Oto Ekspertiz - Sakarya Erenler,Dynobil,Sakarya,Erenler,"Yeşiltepe, Orhan Gazi Cd. No:187/A, 54200 Erenler/Sakarya, Türkiye",0554 566 05 26,,,,https://maps.google.com/?cid=16588699155107853749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
ASOTO EKSPERTİZ SAKARYA,Bağımsız,Sakarya,Erenler,"Erenler, 1091. Sk, 54100 Erenler/Sakarya, Türkiye",0541 889 99 20,,,,https://maps.google.com/?cid=14423784884010898057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
ONAY OTO EKSPERTİZ SAKARYA ERENLER,Bağımsız,Sakarya,Erenler,"Erenler, Murat Soğancıoğlu Cd C Blok No: 7/3 İç Kapı No: 2, 54200 Erenler/Sakarya, Türkiye",0546 670 51 33,,,,https://maps.google.com/?cid=6517332520779508100&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Computest Sakarya Oto Ekspertiz - Erenler,Computest,Sakarya,Erenler,"Erenler Mahallesi 1193. Sokak No:47 Meydan 54 Avm, Köfteci Yusuf Yanı, Erenler, B1 Blok, 54200 Erenler/Sakarya, Türkiye",0545 323 90 36,,,,https://maps.google.com/?cid=4299686729457463959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Otorapor Sakarya Erenler Oto Ekspertiz,Otorapor,Sakarya,Erenler,"Yeni, Sakarya Cd No:316 D:1, 54111 Erenler/Sakarya, Türkiye",0538 482 54 00,,,,https://maps.google.com/?cid=16451455555020509264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
D Expert Sakarya Erenler Oto Ekspertiz,Bağımsız,Sakarya,Erenler,"Yeşiltepe, Uluyol Cd. No:31, 54500 Erenler/Sakarya, Türkiye",0506 947 97 54,,,,https://maps.google.com/?cid=12679787316543710772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
OTO EKSPERTİZ 360,Bağımsız,Sakarya,Erenler,"Erenler, 54200 Erenler/Sakarya, Türkiye",0554 154 00 88,,,,https://maps.google.com/?cid=9927073611008692488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
ADA OTO EKSPERTİZ,Bağımsız,Sakarya,Erenler,"Erenler Mahallesi Uluyol Caddesi, Erenler, 1274. Sk. No:39/B, 54200 Erenler/Sakarya, Türkiye",(0264) 241 57 57,,,,https://maps.google.com/?cid=4287453166843155111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
DYNOBİL Sakarya Oto Ekspertiz,Bağımsız,Sakarya,Erenler,"Erenler, 1091. Sk No:1/Z02, 54200 Erenler/Sakarya, Türkiye",0850 303 7553,,,,https://maps.google.com/?cid=12623495444514479418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
Sakarya OtoExperim Oto Ekspertiz,Bağımsız,Sakarya,Erenler,"Erenler, 54200 Erenler/Sakarya, Türkiye",0532 497 27 03,,,,https://maps.google.com/?cid=11637851375374567623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,8",,,EVET,HAYIR,0,,,,
Sakarya Oto Ekspertiz,Bağımsız,Sakarya,Erenler,"Küpçüler, Alev Sk. No:42, 54200 Erenler/Sakarya, Türkiye",(0264) 606 09 80,,,,https://maps.google.com/?cid=11159597749551828902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Ensa Oto Ekspertiz Sakarya,Bağımsız,Sakarya,Geyve,"Gazi Süleyman Paşa, Lise Sk. No:50, 54700 Geyve/Sakarya, Türkiye",0555 001 54 77,,,,https://maps.google.com/?cid=5643582865846646490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Otorapor Sakarya Hendek Oto Ekspertiz,Otorapor,Sakarya,Hendek,"Kemaliye, Atatürk Bulvarı No:154/A, 54300 Hendek/Sakarya, Türkiye",0535 010 00 30,,,,https://maps.google.com/?cid=15044921868565704469&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Garantili Arabam Hendek Oto Ekspertiz,Bağımsız,Sakarya,Hendek,"Başpınar, şehit gökhan yaşartürk caddesi no:33/b, 54300 Hendek/Sakarya, Türkiye",0541 426 25 06,,,,https://maps.google.com/?cid=3300093359343493640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Pilot Garage Karasu Oto Ekspertiz,Pilot Garage,Sakarya,Karasu,"Kuzuluk, İstiklal Cd. No:111 D:A, 54500 Karasu/Sakarya, Türkiye",0532 158 11 54,,,,https://maps.google.com/?cid=7512386929689067913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Garantili Arabam Kurumsal Oto Ekspertiz,Bağımsız,Sakarya,Karasu,"YALI MAH. İSTANBUL CADDESİ. BABAOĞLU APT. NO:8, Yalı, D:1, 54500 Karasu/Sakarya, Türkiye",0531 210 44 80,,,,https://maps.google.com/?cid=17371467938978353062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Bilecik Oto Ekspertiz,Pilot Garage,Sakarya,Bilecik Merkez,"Hürriyet, Sanayi 4 Sk. No:4, 11000 Bilecik Merkez/Bilecik, Türkiye",0541 818 95 11,,,,https://maps.google.com/?cid=1407974287084317847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Rs Oto Ekspertiz,Bağımsız,Sakarya,İzmit,"Yahyakaptan, 41050 İzmit/Kocaeli, Türkiye",,,,,https://maps.google.com/?cid=8545267820154110593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Oto ekspertiz,Bağımsız,Sakarya,Söğütlü,"Küçük Söğütlü, 54160 Söğütlü/Sakarya, Türkiye",,,,,https://maps.google.com/?cid=12345351527546227838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Atakum Ekspertiz | Oto Ekspertiz | Samsun Oto Ekspertiz 7/24 - HAYRINIGÖR,Bağımsız,Samsun,Atakum,"Güzelyalı, 3049. Sk. No:162/A, 55270 Atakum/Samsun, Türkiye",0531 989 58 55,,,,https://maps.google.com/?cid=9936467054284220712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Samsun Atakum,Bağımsız,Samsun,Atakum,"Denizevleri, Atatürk Bl. No: 112, 55200 Atakum/Samsun, Türkiye",0537 413 09 35,,,,https://maps.google.com/?cid=16702005537580209600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Samsun Tekkeköy,Bağımsız,Samsun,Tekkeköy,"Kirazlık, Atatürk Bl. No:50/1, 55330 Tekkeköy/Samsun, Türkiye",0547 086 00 55,,,,https://maps.google.com/?cid=6556482888783912581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Yamanlar Samsun Gülsan Oto Ekspertiz,Bağımsız,Samsun,Canik,"Yenimahalle, 68. Sk. No:2, 55080 Canik/Samsun, Türkiye",0540 009 53 55,,,,https://maps.google.com/?cid=6229537298728043428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
SAMSUN PİLOT GARAGE OTO EKSPERTİZ KİRAZLIK 4x4,Bağımsız,Samsun,Tekkeköy,"Kirazlık, Atatürk Bl. No:46 D:1, 55330 Tekkeköy/Samsun, Türkiye",0552 549 67 67,,,,https://maps.google.com/?cid=10963489889432635178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Oto Ekspertiz Atakum,Pilot Garage,Samsun,Atakum,"Mimarsinan, Atatürk Bl. no:198/A, 55200 Atakum/Samsun, Türkiye",0532 747 55 55,,,,https://maps.google.com/?cid=15722245482812902442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
"Samsun Pilot Garage Oto Ekspertiz ve Computest Merkezi , Pilot Garage",Pilot Garage,Samsun,Canik,"Yenimahalle, Gülşah Sokak, 55080 Canik/Samsun, Türkiye",0549 238 67 67,,,,https://maps.google.com/?cid=2589216766692570899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,1",,,EVET,HAYIR,0,,,,
Auto King Oto Ekspertiz - Samsun İlkadım Atatürk Bulvarı,Auto King,Samsun,İlkadım,"Hançerli, Atatürk Blv. Yanyolu No:96, 55020 İlkadım/Samsun, Türkiye",0541 685 57 55,,,,https://maps.google.com/?cid=10958900866406928519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
OTO ANALİZ EKSPERTİZ KURUMSAL TSE HYB BELGELİ SAMSUN ATAKUMDA,Bağımsız,Samsun,Atakum,"Denizevleri Mahallesi, Atatürk Blv, Denizevleri, 204. Sk., 55200 Atakum/Samsun, Türkiye",0546 922 72 70,,,,https://maps.google.com/?cid=8092293084565217070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
UMRAN OTO EKSPERTİZ - İLKADIM,Bağımsız,Samsun,İlkadım,"Derecik, ANKARA YOLU GALERİCİLER SİTESİ ALTI OTOGAR KARŞISI, 55090 İlkadım/Samsun, Türkiye",0505 542 24 18,,,,https://maps.google.com/?cid=15231580288052475653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Samsun Oto Ekspertiz,Bağımsız,Samsun,Atakum,"Denizevleri Mah. Atatürk Bulvarı, Denizevleri, 204. Sk. No: 2/5, 55200 Atakum/Samsun, Türkiye",0543 960 58 06,,,,https://maps.google.com/?cid=8670546623657170301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
Otorapor Samsun İstasyon Oto Ekspertiz,Otorapor,Samsun,İlkadım,"İstasyon, Cumhuriyet Cd. No:115, 55060 İlkadım/Samsun, Türkiye",(0362) 233 62 62,,,,https://maps.google.com/?cid=11788544171776224544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
DYNOBİL Oto Ekspertiz Atakum Samsun,Bağımsız,Samsun,Atakum,"Atakent, ATATÜRK 3.KISIM BUL PLATIN OFİS NO:43/A, 55020 Atakum/Samsun, Türkiye",0536 401 07 78,,,,https://maps.google.com/?cid=5685005926485822394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Tarcanlar Oto Ekspertiz Samsun,Bağımsız,Samsun,Tekkeköy,"Kirazlık, Atatürk Bl. no:105/A, 55330 Tekkeköy/Samsun, Türkiye",0552 184 41 55,,,,https://maps.google.com/?cid=193127070429093145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Auto King - Samsun Oto Ekspertiz İlkadım,Auto King,Samsun,İlkadım,"İkinci El Oto Pazarı, Toybelen, 1805 Cd No:6A/1, 55020 İlkadım/Samsun, Türkiye",0546 855 39 67,,,,https://maps.google.com/?cid=4198214650212134045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,2",,,EVET,HAYIR,0,,,,
Oto Ekspertiz,Bağımsız,Samsun,Canik,"Yenimahalle, Alirızabey Blv No:21, 55080 Canik/Samsun, Türkiye",,,,,https://maps.google.com/?cid=17036522718464543014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Oto Ekspertiz Merkezi,Pilot Garage,Samsun,Çarşamba,"Sanayi Sitesi, 22 Nolu Sk Otogar Yanı, 55500 Çarşamba/Samsun, Türkiye",0539 418 02 02,,,,https://maps.google.com/?cid=11577530584664444130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,3",,,EVET,HAYIR,0,,,,
Experix Kurumsal Oto Ekspertiz Bafra,Bağımsız,Samsun,Bafra,"Alparslan, Samsun 1. Sk. No:4a, 55400 Bafra/Samsun, Türkiye",0542 384 97 03,,,,https://maps.google.com/?cid=10631985039289804874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Bafra Pilot Garage Oto Ekspertiz,Pilot Garage,Samsun,Bafra,"Fevzi Çakmak, Koca Yusuf Sk. no:24, 55400 Bafra/Samsun, Türkiye",0532 574 17 33,,,,https://maps.google.com/?cid=14990282084035943878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
RS OTO EKSPERTİZ SAMSUN ATAKUM,Bağımsız,Samsun,Atakum,"ÇOBANÖZÜ MAH. MH. 9042 CAD. TOYBELEN KÜÇÜK SANAYİ SİTESİ NO:3K, Çobanözü, BLK:70 D:14, 55000 Atakum/Samsun, Türkiye",0547 838 55 55,,,,https://maps.google.com/?cid=11428195775900363451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
UMRAN OTO EKSPERTİZ - KİRAZLIK,Bağımsız,Samsun,Canik,"Devgeriş, Derbent Sk. NO:147/1, 55080 Canik/Samsun, Türkiye",0505 542 24 18,,,,https://maps.google.com/?cid=4140800857362143398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
arabam.com Oto Ekspertiz Noktası Çarşamba/Samsun,Arabam.com Oto Ekspertiz,Samsun,Çarşamba,"Sungurlu, Yeni Samsun Cd. No: 132/29 No:164, 55500 Çarşamba/Samsun, Türkiye",0543 793 95 55,,,,https://maps.google.com/?cid=11831770125316045220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Otorapor Samsun Çarşamba Oto Ekspertiz,Otorapor,Samsun,Çarşamba,"Yeşilırmak Yeni Samsun Caddesi Üzeri, Yeşilırmak, Yeni Samsun Cd. no170/a, 55580 Çarşamba/Samsun, Türkiye",0545 806 15 55,,,,https://maps.google.com/?cid=14547882392492522295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Umran Oto Ekspertiz - Çarşamba,Bağımsız,Samsun,Çarşamba,"Sungurlu, Yeni Samsun Cd. No: 256/B, 55500 Çarşamba/Samsun, Türkiye",0545 123 86 55,,,,https://maps.google.com/?cid=11654996235450208473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Batman Pilot Garage Oto Ekspertiz,Pilot Garage,Samsun,Batman Merkez,"Pazaryeri Mh. Galericiler Sitesi Kavşağı, Pazaryeri, Eski Hava Alanı Kavşağı No:349, 72060 Batman Merkez/Batman, Türkiye",0533 038 14 45,,,,https://maps.google.com/?cid=17975678058974494453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Trend Ekspertiz Samsun,Bağımsız,Samsun,Atakum,"Cumhuriyet, Atatürk Bl. No:288 A, 55200 Atakum/Samsun, Türkiye",0507 014 23 55,,,,https://maps.google.com/?cid=9779541977396899136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
PİLOT GARAGE OTO EKSPERTİZ TERME,Bağımsız,Samsun,Terme,"STAD KARSISI, Çay, SANAYI BULVARI NO:147, 55600 Terme/Samsun, Türkiye",0543 549 84 84,,,,https://maps.google.com/?cid=18132100414419257633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Otorapor Samsun Bafra Oto Ekspertiz,Otorapor,Samsun,Bafra,"Fevzi Çakmak, Sanayi Sitesi 8. Sk. No:53, 55400 Bafra/Samsun, Türkiye",0533 948 74 82,,,,https://maps.google.com/?cid=13714664320502989814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Otonutanı Bafra Ekspertiz,Bağımsız,Samsun,Bafra,"Alparslan, Samsun 1. Sk. No:2, 55400 Bafra/Samsun, Türkiye",0530 446 14 99,,,,https://maps.google.com/?cid=16313535825022260407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
garantili arabam samsun bafra oto ekspertiz,Bağımsız,Samsun,Bafra,"Emirefendi, samsun caddesi 109/A, 55400 Bafra/Samsun, Türkiye",0545 369 64 10,,,,https://maps.google.com/?cid=4525465528844074184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,,,EVET,HAYIR,0,,,,
Dynobil Oto Ekspertiz Samsun Canik Merkez,Dynobil,Samsun,Canik,"Yenimahalle, İlkadım Blv. No:80, 55080 Canik/Samsun, Türkiye",0544 773 70 58,,,,https://maps.google.com/?cid=10434560931318314670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Samsun Havza Oto Ekspertiz,Pilot Garage,Samsun,Havza,"Çay Mh. Çevre Yolu Sk. Mehmet Şahin blokları A blok No: 19 A, Çay, D:7, 55700 Havza/Samsun, Türkiye",0538 748 95 55,,,,https://maps.google.com/?cid=6066174836509177236&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Otorapor Samsun Kirazlık Oto Ekspertiz,Otorapor,Samsun,Tekkeköy,"İstiklal, Atatürk Bl. No: 180 D, 55330 Tekkeköy/Samsun, Türkiye",0546 922 72 70,,,,https://maps.google.com/?cid=11808524922706614492&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
D Expert Samsun Oto Ekspertiz Merkezi,Bağımsız,Samsun,Tekkeköy,"Şabanoğlu, 1181. Sok No: 1, 55330 Tekkeköy/Samsun, Türkiye",(0362) 266 44 22,,,,https://maps.google.com/?cid=9867386972909599709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
OTO ANALİZ OTO EKSPERTİZ Samsun / Kirazlık /Tekkeköy /Çarşamba,Bağımsız,Samsun,Tekkeköy,"İstiklal, Atatürk Bl. No: 140/A, 55130 Tekkeköy/Samsun, Türkiye",0546 911 48 55,,,,https://maps.google.com/?cid=1788753190052328793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
KİRAZLIK PİLOT GARAGE OTO EKSPERTİZ MERKEZİ,Bağımsız,Samsun,Tekkeköy,"4x4 Dyno Test on Samsun Ordu Highway, Kirazlık, Atatürk Bl. No: 46/1, 55330 Tekkeköy/Samsun, Türkiye",(0362) 266 60 67,,,,https://maps.google.com/?cid=10512389627678842330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,,,EVET,HAYIR,0,,,,
Dynobil Oto Ekspertiz Samsun Tekkeköy Kirazlık,Dynobil,Samsun,Tekkeköy,"Şabanoğlu, Krom Cd. NO:35 KİRAZLIK, 55330 Tekkeköy/Samsun, Türkiye",0555 824 15 55,,,,https://maps.google.com/?cid=14583247777903970632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
